test,cluster genes,cluster gene ids,variable factors,gsea preranked pval,gsea contrast pval,bootstrapping pval,ora pval
cluster_50_UP - age,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,NA,0.8703521092885661,1.0,,-
cluster_51_UP - age,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,NA,1.0,0.9459459459459459,,-
cluster_52_DOWN - age,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,NA,0.9268658560766948,0.8577319587628865,,-
cluster_53_UP - age,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,NA,0.780669961329884,1.0,,-
cluster_54_UP - age,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,NA,0.6480658204421557,0.7071713147410359,,-
cluster_55_UP - age,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,NA,0.9947348304780579,1.0,,-
cluster_56_UP - age,3,ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A,NA,0.9607604983404686,0.9230769230769231,,-
cluster_57_UP - age,3,ENSG00000153157|SYCP2L ENSG00000230606|APPAT ENSG00000253865|ENSG00000253865,NA,0.9991664866406088,0.868421052631579,,-
cluster_58_DOWN - age,22,ENSG00000086758|HUWE1 ENSG00000096070|BRPF3 ENSG00000099381|SETD1A ENSG00000100888|CHD8 ENSG00000102974|CTCF ENSG00000107960|STN1 ENSG00000108021|TASOR2 ENSG00000110367|DDX6 ENSG00000124203|ZNF831 ENSG00000127311|HELB ENSG00000137492|THAP12 ENSG00000160218|TRAPPC10 ENSG00000166341|DCHS1 ENSG00000169180|XPO6 ENSG00000173821|RNF213 ENSG00000175455|CCDC14 ENSG00000177932|ZNF354C ENSG00000184517|ZFP1 ENSG00000197102|DYNC1H1 ENSG00000198743|SLC5A3 ENSG00000211788|TRAV13-1 ENSG00000260007|ENSG00000260007,NA,0.990938702624245,1.0,,-
cluster_59_UP - age,2,ENSG00000125900|SIRPD ENSG00000172123|SLFN12,NA,0.9994193102800856,0.8356435643564356,,-
cluster_60_DOWN - age,2,ENSG00000178163|ZNF518B ENSG00000240445|FOXO3B,NA,1.0,0.9417879417879418,,-
cluster_61_DOWN - age,2,ENSG00000052841|TTC17 ENSG00000177606|JUN,NA,0.9640361288246061,0.8155339805825242,,-
cluster_62_UP - age,6,ENSG00000171316|CHD7 ENSG00000244641|RPS26P43 ENSG00000279430|ENSG00000279430 ENSG00000288839|ENSG00000288839 ENSG00000289601|ENSG00000289601 ENSG00000291001|ENSG00000291001,NA,0.8281122228101399,0.952191235059761,,-
cluster_63_DOWN - age,4,ENSG00000119401|TRIM32 ENSG00000155961|RAB39B ENSG00000186462|NAP1L2 ENSG00000248049|UBA6-DT,NA,0.9850274119293235,1.0,,-
cluster_64_UP - age,11,ENSG00000011590|ZBTB32 ENSG00000105974|CAV1 ENSG00000211651|IGLV1-44 ENSG00000211659|IGLV3-25 ENSG00000211933|IGHV6-1 ENSG00000211935|IGHV1-3 ENSG00000211945|IGHV1-18 ENSG00000211950|IGHV1-24 ENSG00000222037|IGLC6 ENSG00000232216|IGHV3-43 ENSG00000290027|ENSG00000290027,NA,0.9934393768957547,0.9134808853118712,,-
cluster_65_UP - age,2,ENSG00000164574|GALNT10 ENSG00000196810|CTBP1-DT,NA,0.9494679246042125,0.75,,-
cluster_66_UP - age,2,ENSG00000151849|CENPJ ENSG00000168283|BMI1,NA,0.9997686628713967,1.0,,-
cluster_67_UP - age,4,ENSG00000109819|PPARGC1A ENSG00000160111|CPAMD8 ENSG00000163697|APBB2 ENSG00000264204|AGAP7P,NA,0.9299618461373406,0.909853249475891,,-
cluster_68_UP - age,8,ENSG00000031691|CENPQ ENSG00000034533|ASTE1 ENSG00000116133|DHCR24 ENSG00000162623|TYW3 ENSG00000196455|PIK3R4 ENSG00000204611|ZNF616 ENSG00000249673|NOP14-AS1 ENSG00000276405|TRBV13,NA,0.967569019521067,0.8416666666666667,,-
cluster_69_UP - age,9,ENSG00000036448|MYOM2 ENSG00000092295|TGM1 ENSG00000125787|GNRH2 ENSG00000214193|SH3D21 ENSG00000224097|ENSG00000224097 ENSG00000230778|ANKRD63 ENSG00000263874|LINC00672 ENSG00000278942|ENSG00000278942 ENSG00000279453|ENSG00000279453,NA,0.8535736557301201,0.7937384898710865,,-
cluster_70_DOWN - age,8,ENSG00000081237|PTPRC ENSG00000082805|ERC1 ENSG00000100345|MYH9 ENSG00000102034|ELF4 ENSG00000110514|MADD ENSG00000126746|ZNF384 ENSG00000167182|SP2 ENSG00000181222|POLR2A,NA,1.0,0.9195876288659793,,-
cluster_71_UP - age,2,ENSG00000010295|IFFO1 ENSG00000168010|ATG16L2,NA,0.9907505381102775,1.0,,-
cluster_72_UP - age,16,ENSG00000010704|HFE ENSG00000085741|WNT11 ENSG00000115590|IL1R2 ENSG00000122420|PTGFR ENSG00000129596|CDO1 ENSG00000162817|C1orf115 ENSG00000171236|LRG1 ENSG00000181885|CLDN7 ENSG00000183621|ZNF438 ENSG00000196872|CRACDL ENSG00000213557|ENSG00000213557 ENSG00000228058|LINC01736 ENSG00000255801|ENSG00000255801 ENSG00000258227|CLEC5A ENSG00000272870|SAP30-DT ENSG00000282608|ADORA3,NA,0.8505389724033484,0.8747514910536779,,-
cluster_73_UP - age,5,ENSG00000099864|PALM ENSG00000162994|CLHC1 ENSG00000204084|INPP5B ENSG00000237541|HLA-DQA2 ENSG00000290878|HLA-DRB6,NA,0.647853927274888,0.9325626204238922,,-
cluster_74_UP - age,3,ENSG00000136270|TBRG4 ENSG00000241370|RPP21 ENSG00000255389|ENSG00000255389,NA,0.9826765920133124,0.9390962671905697,,-
cluster_75_UP - age,2,ENSG00000238039|ENSG00000238039 ENSG00000275772|ENSG00000275772,NA,0.9812209306634454,1.0,,-
cluster_76_UP - age,5,ENSG00000135069|PSAT1 ENSG00000167325|RRM1 ENSG00000196584|XRCC2 ENSG00000204110|LINC02520 ENSG00000272636|DOC2B,NA,0.9285292520178396,0.9136842105263158,,-
cluster_77_UP - age,3,ENSG00000128654|MTX2 ENSG00000251615|ENSG00000251615 ENSG00000278983|ENSG00000278983,NA,0.8286913746067657,0.7971311475409836,,-
cluster_78_UP - age,10,ENSG00000100304|TTLL12 ENSG00000104918|RETN ENSG00000106853|PTGR1 ENSG00000107902|LHPP ENSG00000108528|SLC25A11 ENSG00000126067|PSMB2 ENSG00000128311|TST ENSG00000138639|ARHGAP24 ENSG00000228594|FNDC10 ENSG00000241258|CRCP,NA,0.5975567350715708,0.7071713147410359,,-
cluster_79_UP - age,2,ENSG00000131148|EMC8 ENSG00000174564|IL20RB,NA,1.0,0.8436911487758946,,-
cluster_80_DOWN - age,2,ENSG00000227370|ENSG00000227370 ENSG00000237037|NDUFA6-DT,NA,0.7646214000535997,0.9525691699604744,,-
cluster_81_UP - age,2,ENSG00000163904|SENP2 ENSG00000227946|INO80D-AS2,NA,0.9887687979377947,1.0,,-
cluster_82_UP - age,4,ENSG00000111726|CMAS ENSG00000114209|PDCD10 ENSG00000150776|NKAPD1 ENSG00000169019|COMMD8,NA,0.827309850938424,0.7698924731182796,,-
cluster_83_UP - age,3,ENSG00000115457|IGFBP2 ENSG00000170412|GPRC5C ENSG00000227232|WASH7P,NA,0.9920328975160638,0.8628230616302187,,-
cluster_84_UP - age,2,ENSG00000132329|RAMP1 ENSG00000197647|ZNF433,NA,1.0,0.860655737704918,,-
cluster_85_UP - age,2,ENSG00000271943|ENSG00000271943 ENSG00000280279|LINC02887,NA,1.0,0.9195876288659793,,-
cluster_86_UP - age,13,ENSG00000050555|LAMC3 ENSG00000070087|PFN2 ENSG00000074276|CDHR2 ENSG00000092068|SLC7A8 ENSG00000110881|ASIC1 ENSG00000150967|ABCB9 ENSG00000158859|ADAMTS4 ENSG00000181690|PLAG1 ENSG00000189283|FHIT ENSG00000204314|PRRT1 ENSG00000242686|PDE6B-AS1 ENSG00000281106|TMEM272 ENSG00000287510|ENSG00000287510,NA,0.948535626670698,1.0,,-
cluster_87_DOWN - age,3,ENSG00000125827|TMX4 ENSG00000143319|ISG20L2 ENSG00000159784|FAM131B,NA,1.0,0.8155339805825242,,-
cluster_88_DOWN - age,5,ENSG00000096433|ITPR3 ENSG00000118412|CASP8AP2 ENSG00000143401|ANP32E ENSG00000151835|SACS ENSG00000197121|PGAP1,NA,0.9709834234279198,0.9390962671905697,,-
cluster_89_UP - age,3,ENSG00000101365|IDH3B ENSG00000109736|MFSD10 ENSG00000130511|SSBP4,NA,0.7926517629515609,1.0,,-
cluster_90_UP - age,18,ENSG00000012061|ERCC1 ENSG00000101150|TPD52L2 ENSG00000117410|ATP6V0B ENSG00000123349|PFDN5 ENSG00000134824|FADS2 ENSG00000135404|CD63 ENSG00000141480|ARRB2 ENSG00000151650|VENTX ENSG00000160410|SHKBP1 ENSG00000165233|CARD19 ENSG00000171943|SRGAP2C ENSG00000183963|SMTN ENSG00000227560|RPS15AP30 ENSG00000245532|NEAT1 ENSG00000255031|ENSG00000255031 ENSG00000255760|LINC02422 ENSG00000279175|ENSG00000279175 ENSG00000289340|ENSG00000289340,NA,0.9947870455941222,1.0,,-
cluster_91_UP - age,6,ENSG00000109680|TBC1D19 ENSG00000115947|ORC4 ENSG00000129167|TPH1 ENSG00000185736|ADARB2 ENSG00000197323|TRIM33 ENSG00000283361|CFAP97D2,NA,0.979282983957303,1.0,,-
cluster_92_UP - age,2,ENSG00000079337|RAPGEF3 ENSG00000184221|OLIG1,NA,0.9741209293376305,0.952191235059761,,-
cluster_93_UP - age,2,ENSG00000049089|COL9A2 ENSG00000186583|SPATC1,NA,0.831827271290449,0.9318637274549099,,-
cluster_94_UP - age,4,ENSG00000122386|ZNF205 ENSG00000126522|ASL ENSG00000167397|VKORC1 ENSG00000167779|IGFBP6,NA,1.0,0.8806262230919765,,-
cluster_95_UP - age,2,ENSG00000072062|PRKACA ENSG00000182578|CSF1R,NA,0.9659431514151798,0.8416666666666667,,-
cluster_96_UP - age,16,ENSG00000035664|DAPK2 ENSG00000057657|PRDM1 ENSG00000091181|IL5RA ENSG00000115392|FANCL ENSG00000127990|SGCE ENSG00000135631|RAB11FIP5 ENSG00000147234|FRMPD3 ENSG00000156463|SH3RF2 ENSG00000167094|TTC16 ENSG00000182534|MXRA7 ENSG00000196358|NTNG2 ENSG00000232022|FAAHP1 ENSG00000233306|TRGV2 ENSG00000256937|KRT17P8 ENSG00000270379|HEATR9 ENSG00000287277|ENSG00000287277,NA,0.9921771367918332,0.8585858585858586,,-
cluster_97_UP - age,2,ENSG00000215559|ANKRD20A11P ENSG00000290581|ENSG00000290581,NA,0.9873505223830101,0.9477911646586346,,-
cluster_98_UP - age,3,ENSG00000172348|RCAN2 ENSG00000253731|PCDHGA6 ENSG00000290537|ENSG00000290537,NA,0.9812192734877154,0.8856015779092702,,-
cluster_99_UP - age,2,ENSG00000204644|ZFP57 ENSG00000289690|ENSG00000289690,NA,0.9072349290007353,0.8577319587628865,,-
cluster_100_UP - age,3,ENSG00000123416|TUBA1B ENSG00000161960|EIF4A1 ENSG00000255717|SNHG1,NA,0.7869696714608687,1.0,,-
cluster_101_DOWN - age,2,ENSG00000119185|ITGB1BP1 ENSG00000143198|MGST3,NA,0.9551193231880368,1.0,,-
cluster_102_UP - age,22,ENSG00000085840|ORC1 ENSG00000094804|CDC6 ENSG00000112984|KIF20A ENSG00000116117|PARD3B ENSG00000118193|KIF14 ENSG00000118777|ABCG2 ENSG00000135476|ESPL1 ENSG00000135525|MAP7 ENSG00000138160|KIF11 ENSG00000142945|KIF2C ENSG00000144354|CDCA7 ENSG00000148773|MKI67 ENSG00000156970|BUB1B ENSG00000164237|CMBL ENSG00000166803|PCLAF ENSG00000169607|CKAP2L ENSG00000184661|CDCA2 ENSG00000186185|KIF18B ENSG00000211650|IGLV5-45 ENSG00000211658|IGLV3-27 ENSG00000234286|ENSG00000234286 ENSG00000276043|UHRF1,NA,0.9076644135176792,0.8966861598440545,,-
cluster_103_UP - age,2,ENSG00000211698|TRGV4 ENSG00000229769|TRBV10-2,NA,0.9912060943019886,0.849609375,,-
cluster_104_UP - age,3,ENSG00000196214|ZNF766 ENSG00000229721|ENSG00000229721 ENSG00000267152|ENSG00000267152,NA,0.7674130549809995,1.0,,-
cluster_105_UP - age,2,ENSG00000125746|EML2 ENSG00000142178|SIK1,NA,0.4603396026744913,0.9377510040160643,,-
cluster_106_UP - age,6,ENSG00000106772|PRUNE2 ENSG00000126803|HSPA2 ENSG00000129925|PGAP6 ENSG00000205837|LINC00487 ENSG00000225964|NRIR ENSG00000287252|ENSG00000287252,NA,0.540081672064533,0.7965779467680608,,-
cluster_107_UP - age,4,ENSG00000087077|TRIP6 ENSG00000142347|MYO1F ENSG00000172932|ANKRD13D ENSG00000269981|ENSG00000269981,NA,0.9069700322285824,1.0,,-
cluster_108_UP - age,54,ENSG00000005961|ITGA2B ENSG00000011105|TSPAN9 ENSG00000013016|EHD3 ENSG00000049323|LTBP1 ENSG00000081377|CDC14B ENSG00000082781|ITGB5 ENSG00000095303|PTGS1 ENSG00000101856|PGRMC1 ENSG00000103740|ACSBG1 ENSG00000109265|CRACD ENSG00000109272|PF4V1 ENSG00000113140|SPARC ENSG00000113924|HGD ENSG00000115290|GRB14 ENSG00000117400|MPL ENSG00000119862|LGALSL ENSG00000122643|NT5C3A ENSG00000124657|OR2B6 ENSG00000127824|TUBA4A ENSG00000132681|ATP1A4 ENSG00000134317|GRHL1 ENSG00000137225|CAPN11 ENSG00000140682|TGFB1I1 ENSG00000146859|TMEM140 ENSG00000151023|ENKUR ENSG00000151789|ZNF385D ENSG00000153162|BMP6 ENSG00000156011|PSD3 ENSG00000161911|TREML1 ENSG00000162627|SNX7 ENSG00000163735|CXCL5 ENSG00000163898|LIPH ENSG00000164181|ELOVL7 ENSG00000166091|CMTM5 ENSG00000174175|SELP ENSG00000178033|CALHM5 ENSG00000180190|TDRP ENSG00000182795|C1orf116 ENSG00000184113|CLDN5 ENSG00000185052|SLC24A3 ENSG00000185614|INKA1 ENSG00000187800|PEAR1 ENSG00000204420|MPIG6B ENSG00000204710|SPDYC ENSG00000224846|NQO2-AS1 ENSG00000236279|CLEC2L ENSG00000249307|LINC01088 ENSG00000250334|LINC00989 ENSG00000251600|ENSG00000251600 ENSG00000253549|CA3-AS1 ENSG00000255874|PRECSIT ENSG00000259330|INAFM2 ENSG00000260912|ENSG00000260912 ENSG00000288882|ENSG00000288882,NA,1.0,0.8356435643564356,,-
cluster_109_DOWN - age,5,ENSG00000119522|DENND1A ENSG00000120889|TNFRSF10B ENSG00000225697|SLC26A6 ENSG00000260528|FAM157C ENSG00000266028|SRGAP2,NA,1.0,1.0,,-
cluster_110_DOWN - age,4,ENSG00000144048|DUSP11 ENSG00000165506|DNAAF2 ENSG00000173349|SFT2D3 ENSG00000187325|TAF9B,NA,0.7127868103323873,1.0,,-
cluster_111_UP - age,2,ENSG00000188375|H3-5 ENSG00000254531|FLJ20021,NA,1.0,0.8208333333333333,,-
cluster_112_UP - age,3,ENSG00000163281|GNPDA2 ENSG00000211792|TRAV14DV4 ENSG00000269743|SLC25A53,NA,0.9162621490677656,0.8707627118644068,,-
cluster_113_DOWN - age,6,ENSG00000055163|CYFIP2 ENSG00000103479|RBL2 ENSG00000116852|KIF21B ENSG00000138443|ABI2 ENSG00000149679|CABLES2 ENSG00000158985|CDC42SE2,NA,0.9741958520247027,0.9285714285714286,,-
cluster_114_DOWN - age,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,NA,0.8237159444528727,1.0,,-
cluster_115_UP - age,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,NA,0.9706760394227572,0.9390962671905697,,-
cluster_116_UP - age,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,NA,0.988850369953144,0.924643584521385,,-
cluster_117_UP - age,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,NA,0.9818721440696456,0.9629629629629629,,-
cluster_118_UP - age,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.31964019433354174,1.0,,-
cluster_119_UP - age,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.9616221761783106,0.9259259259259259,,-
cluster_120_UP - age,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.9689110735337104,1.0,,-
cluster_121_UP - age,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,NA,0.9962865361791152,0.8909090909090909,,-
cluster_122_UP - age,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,NA,0.9969901895022194,0.9318637274549099,,-
cluster_123_UP - age,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,NA,1.0,0.9417879417879418,,-
cluster_124_UP - age,2,ENSG00000273702|ENSG00000273702 ENSG00000291046|ENSG00000291046,NA,0.9666132313738929,0.8853118712273642,,-
cluster_125_UP - age,8,ENSG00000112164|GLP1R ENSG00000121716|PILRB ENSG00000146918|NCAPG2 ENSG00000198502|HLA-DRB5 ENSG00000213671|OLA1P2 ENSG00000259065|MIDEAS-AS1 ENSG00000262663|ENSG00000262663 ENSG00000290007|ENSG00000290007,NA,0.5309622954007497,0.8333333333333334,,-
cluster_126_UP - age,4,ENSG00000074181|NOTCH3 ENSG00000112473|SLC39A7 ENSG00000159363|ATP13A2 ENSG00000218283|MORF4L1P1,NA,0.8923202861403352,0.9469548133595285,,-
cluster_127_UP - age,2,ENSG00000158525|CPA5 ENSG00000162437|RAVER2,NA,0.6101303574005484,0.9594320486815415,,-
cluster_128_UP - age,9,ENSG00000067840|PDZD4 ENSG00000106799|TGFBR1 ENSG00000144136|SLC20A1 ENSG00000150938|CRIM1 ENSG00000158555|GDPD5 ENSG00000160221|GATD3 ENSG00000178234|GALNT11 ENSG00000205336|ADGRG1 ENSG00000211805|TRAV24,NA,1.0,1.0,,-
cluster_129_UP - age,2,ENSG00000154025|SLC5A10 ENSG00000276566|IGKV1D-13,NA,0.5491742270322465,0.6843177189409368,,-
cluster_130_UP - age,5,ENSG00000043591|ADRB1 ENSG00000060709|RIMBP2 ENSG00000136932|TRMO ENSG00000229358|DPY19L1P1 ENSG00000281332|LINC00997,NA,0.9169155205520592,1.0,,-
cluster_131_UP - age,2,ENSG00000287763|ENSG00000287763 ENSG00000290671|PYY2,NA,0.4746796483675645,0.7717171717171717,,-
cluster_132_UP - age,3,ENSG00000188536|HBA2 ENSG00000206172|HBA1 ENSG00000284606|ENSG00000284606,NA,0.9721102256758349,0.8707627118644068,,-
cluster_133_UP - age,2,ENSG00000105499|PLA2G4C ENSG00000260898|ADPGK-AS1,NA,0.9988473100548568,0.868421052631579,,-
cluster_134_UP - age,2,ENSG00000189269|DRICH1 ENSG00000254528|FXYD6-AS1,NA,0.8860815513669007,0.8543478260869565,,-
cluster_135_UP - age,4,ENSG00000121653|MAPK8IP1 ENSG00000162692|VCAM1 ENSG00000171772|SYCE1 ENSG00000247498|GPRC5D-AS1,NA,0.7145605849247197,1.0,,-
cluster_136_UP - age,2,ENSG00000131459|GFPT2 ENSG00000256590|TRDV3,NA,1.0,0.9591002044989775,,-
cluster_137_UP - age,7,ENSG00000165802|NSMF ENSG00000170956|CEACAM3 ENSG00000204428|LY6G5C ENSG00000204536|CCHCR1 ENSG00000270020|ENSG00000270020 ENSG00000278558|TMEM191B ENSG00000290425|PI4KAP1,NA,0.5570195731327071,0.7777777777777778,,-
cluster_138_UP - age,3,ENSG00000077063|CTTNBP2 ENSG00000166831|RBPMS2 ENSG00000177570|SAMD12,NA,1.0,0.8966861598440545,,-
cluster_139_UP - age,2,ENSG00000128039|SRD5A3 ENSG00000204899|MZT1,NA,0.9835871052996177,0.9417879417879418,,-
cluster_140_UP - age,5,ENSG00000103056|SMPD3 ENSG00000160963|COL26A1 ENSG00000213058|ENSG00000213058 ENSG00000224114|ENSG00000224114 ENSG00000240356|RPL23AP7,NA,0.6542522487854153,1.0,,-
cluster_0_UP - weight,8,ENSG00000012223|LTF ENSG00000076043|REXO2 ENSG00000118113|MMP8 ENSG00000133048|CHI3L1 ENSG00000164047|CAMP ENSG00000164048|ZNF589 ENSG00000242247|ARFGAP3 ENSG00000283646|LINC02009,NA,0.8199707038778814,1.0,,-
cluster_1_UP - weight,3,ENSG00000115155|OTOF ENSG00000137959|IFI44L ENSG00000183844|FAM3B,NA,1.0,1.0,,-
cluster_2_UP - weight,15,ENSG00000100373|UPK3A ENSG00000104881|PPP1R13L ENSG00000113356|POLR3G ENSG00000131400|NAPSA ENSG00000144115|THNSL2 ENSG00000222375|RN7SKP127 ENSG00000224805|LINC00853 ENSG00000226766|FABP7P1 ENSG00000233411|ENSG00000233411 ENSG00000246334|PRR7-AS1 ENSG00000274275|ENSG00000274275 ENSG00000274591|ENSG00000274591 ENSG00000279981|ENSG00000279981 ENSG00000288704|ENSG00000288704 ENSG00000291299|ENSG00000291299,NA,0.9132554561513476,1.0,,-
cluster_3_UP - weight,6,ENSG00000108821|COL1A1 ENSG00000115414|FN1 ENSG00000164692|COL1A2 ENSG00000168542|COL3A1 ENSG00000229638|RPL4P4 ENSG00000267077|ENSG00000267077,NA,0.987569275644142,1.0,,-
cluster_4_UP - weight,3,ENSG00000089199|CHGB ENSG00000100376|FAM118A ENSG00000289723|ENSG00000289723,NA,0.5581356344190568,0.9629629629629629,,-
cluster_5_UP - weight,28,ENSG00000069956|MAPK6 ENSG00000105722|ERF ENSG00000112715|VEGFA ENSG00000119508|NR4A3 ENSG00000120875|DUSP4 ENSG00000125538|IL1B ENSG00000125812|GZF1 ENSG00000128881|TTBK2 ENSG00000138670|RASGEF1B ENSG00000139722|VPS37B ENSG00000143751|SDE2 ENSG00000146242|TPBG ENSG00000151014|NOCT ENSG00000161835|TAMALIN ENSG00000162772|ATF3 ENSG00000170525|PFKFB3 ENSG00000183628|DGCR6 ENSG00000185022|MAFF ENSG00000196878|LAMB3 ENSG00000228252|COL6A4P2 ENSG00000229447|ENSG00000229447 ENSG00000230701|FBXW4P1 ENSG00000250397|ENSG00000250397 ENSG00000261026|ENSG00000261026 ENSG00000274286|ADRA2B ENSG00000282499|TRBV25-1 ENSG00000286177|ENSG00000286177 ENSG00000287823|ENSG00000287823,NA,0.9057176713660671,1.0,,-
cluster_6_UP - weight,12,ENSG00000104889|RNASEH2A ENSG00000121101|TEX14 ENSG00000162510|MATN1 ENSG00000184270|H2AC21 ENSG00000198723|TEX45 ENSG00000217275|ENSG00000217275 ENSG00000240023|RPLP0P3 ENSG00000263503|MAPK8IP1P2 ENSG00000267062|ENSG00000267062 ENSG00000284491|THSD8 ENSG00000284797|ENSG00000284797 ENSG00000291174|ENSG00000291174,NA,0.9886060527965045,1.0,,-
cluster_7_UP - weight,3,ENSG00000135679|MDM2 ENSG00000136634|IL10 ENSG00000183762|KREMEN1,NA,0.7951454783748361,1.0,,-
